Fecha,Temperature,Dia,Reconstruida,Ajustados
2023-05-26,302.40024,1242,301.8938652612037,302.54047515882877
2023-05-27,302.08707,1243,301.99300323219717,302.60353477660124
2023-05-28,301.08716,1244,302.0450550814664,302.66554886242267
2023-05-29,301.50964,1245,302.05329590215274,302.7264993690082
2023-05-30,302.2055,1246,302.0298102058637,302.786368558595
2023-05-31,303.11176,1247,301.9948907864499,302.845139008104
2023-06-01,302.4353,1248,301.97416202399177,302.90279361421074
2023-06-02,301.65796,1249,301.9942030828504,302.95931559832223
2023-06-03,301.26355,1250,302.0777728618008,303.01468851146046
2023-06-04,301.6053,1251,302.23975154307226,303.06889623904874
2023-06-05,302.87573,1252,302.4846748087346,303.1219230056019
2023-06-06,303.62204,1253,302.8063399533466,303.17375337931685
2023-06-07,303.42938,1254,303.18949979665786,303.22437227656377
2023-06-08,302.89276,1255,303.61320847153223,303.2737649662757
2023-06-09,304.57742,1256,304.05501340683657,303.3219170742353
2023-06-10,304.16278,1257,304.4949717318443,303.36881458725856
2023-06-11,304.66638,1258,304.9184748200217,303.4144438572723
2023-06-12,305.28152,1259,305.31713282862046,303.4587916052866
2023-06-13,305.81537,1260,305.6874830704973,303.5018449252586
2023-06-14,306.01627,1261,306.02793959044254,303.54359128784904
2023-06-15,306.2676,1262,306.33501635742783,303.58401854406816
