Fecha,temp,dia,reconstruida_temp,ajustados_temp
2020-01-01,292.9391,1,297.06969900319166,294.1644428594415
2020-01-02,294.51678,2,295.13218077930276,294.15526360738386
2020-01-03,294.41913,3,293.21356736002264,294.14758476219384
2020-01-04,291.25348,4,291.6183956436733,294.1414086270952
2020-01-05,289.93765,5,290.5957108446939,294.1367370545825
2020-01-06,290.4856,6,290.28473003325536,294.1335714458659
2020-01-07,290.56183,7,290.68833264758746,294.1319127504509
2020-01-08,292.05844,8,291.67863060249556,294.1317614658531
2020-01-09,294.97662,9,293.03046813369434,294.1331176374495
2020-01-10,296.0236,10,294.47239257184935,294.1359808584645
2020-01-11,294.3958,11,295.74186205589666,294.14035027009214
2020-01-12,293.1584,12,296.6324321849851,294.14622456175357
2020-01-13,296.75858,13,297.02448964909956,294.15360197149033
2020-01-14,296.60938,14,296.89620391447573,294.16248028649244
2020-01-15,297.37244,15,296.316105038269,294.1728568437627
2020-01-16,296.00244,16,295.4218905445627,294.18472853091487
2020-01-17,296.57098,17,294.39130411591043,294.1980917871076
2020-01-18,296.2734,18,293.41054582994065,294.21294260411236
2020-01-19,290.8495,19,292.64445805911083,294.22927652751554
2020-01-20,288.5102,20,292.2115145153704,294.2470886580548
2020-01-21,290.24396,21,292.1659239777392,294.26637365308835
2020-01-22,293.56573,22,292.48893583917817,294.28712572819757
2020-01-23,294.60864,23,293.0912519240014,294.30933865892194
2020-01-24,294.3729,24,293.8276970107236,294.33300578262606
2020-01-25,294.46713,25,294.5235698517016,294.3581200004981
2020-01-26,294.9079,26,295.00946685355956,294.38467377967896
2020-01-27,296.23953,27,295.15849138792004,294.4126591555218
2020-01-28,296.6328,28,294.9176762741935,294.44206773398093
2020-01-29,292.68488,29,294.32521167471924,294.4728906941295
2020-01-30,291.93982,30,293.5073063902091,294.50511879080545
2020-01-31,292.03406,31,292.6530612280216,294.5387423573844
2020-02-01,290.68466,32,291.9715778660522,294.5737513086792
2020-02-02,290.83673,33,291.64100852966305,294.6101351439647
2020-02-03,293.16998,34,291.7625723470271,294.6478829501277
2020-02-04,297.16205,35,292.3323906765475,294.6869834049401
2020-02-05,296.5407,36,293.2399721699865,294.7274247804549
2020-02-06,289.3137,37,294.2951626712719,294.7691949465239
2020-02-07,291.24075,38,295.27726560996007,294.8122813744363
2020-02-08,295.34622,39,295.9932535631346,294.8566711406763
2020-02-09,297.7256,40,296.32872171181845,294.90235093079974
2020-02-10,298.33136,41,296.2767147354649,294.9493070434273
2020-02-11,297.4165,42,295.9356067492169,294.99752539435474
2020-02-12,296.42392,43,295.47619608401584,295.04699152077666
2020-02-13,293.34988,44,295.0874501273719,295.097690585625
2020-02-14,291.96954,45,294.9170388215363,295.1496073820193
2020-02-15,294.90573,46,295.02475110444243,295.2027263378277
2020-02-16,296.21414,47,295.3633256548293,295.2570315203379
2020-02-17,297.65512,48,295.79308233733724,295.3125066410359
2020-02-18,298.2973,49,296.12642121330566,295.369135060492
2020-02-19,297.7791,50,296.1889230459583,295.4268997933512
2020-02-20,294.36475,51,295.87837194439356,295.48578351342826
2020-02-21,288.2164,52,295.2032955012382,295.54576855890434
2020-02-22,291.8655,53,294.2885969243116,295.60683693762473
2020-02-23,295.57507,54,293.34576253631286,295.66897033249535
