Fecha,Temperature
2020-01-01,292.68048
2020-01-02,294.203
2020-01-03,294.1035
2020-01-04,291.0485
2020-01-05,289.7754
2020-01-06,290.30212
2020-01-07,290.37244
2020-01-08,291.81467
2020-01-09,294.63083
2020-01-10,295.6359
2020-01-11,294.06293
2020-01-12,292.86877
2020-01-13,296.34103
2020-01-14,296.19174
2020-01-15,296.92813
2020-01-16,295.60394
2020-01-17,296.15057
2020-01-18,295.8613
2020-01-19,290.62698
2020-01-20,288.36737
2020-01-21,290.03848
2020-01-22,293.24207
2020-01-23,294.24646
2020-01-24,294.01688
2020-01-25,294.10574
2020-01-26,294.5323
2020-01-27,295.8153
2020-01-28,296.19278
2020-01-29,292.38077
2020-01-30,291.66293
2020-01-31,291.75183
2020-02-01,290.4475
2020-02-02,290.59543
2020-02-03,292.843
2020-02-04,296.69345
2020-02-05,296.095
2020-02-06,289.11853
2020-02-07,290.97736
2020-02-08,294.93726
2020-02-09,297.23462
2020-02-10,297.82037
2020-02-11,296.93335
2020-02-12,295.97665
2020-02-13,293.0092
2020-02-14,291.675
2020-02-15,294.50974
2020-02-16,295.7715
2020-02-17,297.1633
2020-02-18,297.7789
2020-02-19,297.28
2020-02-20,293.9841
2020-02-21,288.05185
2020-02-22,291.5725
2020-02-23,295.15356
2020-02-24,297.72888
2020-02-25,297.92657
2020-02-26,290.2621
2020-02-27,289.0069
2020-02-28,290.7861
2020-02-29,292.79422
2020-03-01,296.13644
2020-03-02,298.61224
2020-03-03,300.66016
2020-03-04,301.50397
2020-03-05,295.4715
2020-03-06,293.54956
2020-03-07,293.78635
2020-03-08,294.46033
2020-03-09,297.11594
2020-03-10,297.3328
2020-03-11,298.18658
2020-03-12,297.85547
2020-03-13,299.11792
2020-03-14,299.4834
2020-03-15,298.67532
2020-03-16,297.4798
2020-03-17,299.02948
2020-03-18,299.44537
2020-03-19,300.74628
2020-03-20,300.36676
2020-03-21,298.22455
2020-03-22,299.0584
2020-03-23,299.6634
2020-03-24,301.27344
2020-03-25,302.42505
2020-03-26,302.37326
2020-03-27,302.35135
2020-03-28,303.2449
2020-03-29,300.74445
2020-03-30,301.71765
2020-03-31,300.27267
2020-04-01,300.7874
2020-04-02,302.10822
2020-04-03,301.17145
2020-04-04,302.41263
2020-04-05,298.10175
2020-04-06,300.52777
2020-04-07,301.4207
2020-04-08,302.60352
2020-04-09,304.193
2020-04-10,303.09567
2020-04-11,303.1235
2020-04-12,306.9626
2020-04-13,304.42233
2020-04-14,300.74832
2020-04-15,292.32758
2020-04-16,294.63422
2020-04-17,301.4779
2020-04-18,301.8839
2020-04-19,305.14584
2020-04-20,305.0941
2020-04-21,303.96686
2020-04-22,305.30893
2020-04-23,305.00766
2020-04-24,305.1151
2020-04-25,303.2814
2020-04-26,301.1206
2020-04-27,301.4669
2020-04-28,302.17072
2020-04-29,301.83102
2020-04-30,299.67883
2020-05-01,301.1496
2020-05-02,301.6252
2020-05-03,302.3901
2020-05-04,302.72574
2020-05-05,303.12177
2020-05-06,300.553
2020-05-07,300.85947
2020-05-08,301.36493
2020-05-09,300.44742
2020-05-10,301.08224
2020-05-11,300.6331
2020-05-12,301.84512
2020-05-13,302.271
2020-05-14,303.10553
2020-05-15,303.75034
2020-05-16,304.147
2020-05-17,303.73703
2020-05-18,303.9944
2020-05-19,304.11176
2020-05-20,303.98108
2020-05-21,303.4317
2020-05-22,302.5646
2020-05-23,302.8021
2020-05-24,303.24854
2020-05-25,303.05746
2020-05-26,302.469
2020-05-27,302.37875
2020-05-28,302.80463
2020-05-29,298.4347
2020-05-30,299.6076
2020-05-31,300.25308
2020-06-01,300.5403
2020-06-02,301.72385
2020-06-03,302.54776
2020-06-04,302.28836
2020-06-05,302.6154
2020-06-06,303.51035
2020-06-07,304.4046
2020-06-08,304.4928
2020-06-09,305.9848
2020-06-10,303.45657
2020-06-11,299.52448
2020-06-12,301.80264
2020-06-13,301.384
2020-06-14,301.46298
2020-06-15,302.9045
2020-06-16,301.75946
2020-06-17,302.6942
2020-06-18,302.79306
2020-06-19,302.27493
2020-06-20,302.72208
2020-06-21,303.02988
2020-06-22,303.34833
2020-06-23,302.56152
2020-06-24,300.01334
2020-06-25,298.928
2020-06-26,299.36588
2020-06-27,300.93817
2020-06-28,302.03214
2020-06-29,302.5297
2020-06-30,303.02658
2020-07-01,303.0465
2020-07-02,302.738
2020-07-03,302.93637
2020-07-04,303.0266
2020-07-05,303.1354
2020-07-06,303.30527
2020-07-07,302.8077
2020-07-08,302.50922
2020-07-09,302.84756
2020-07-10,303.39554
2020-07-11,303.7233
2020-07-12,304.4106
2020-07-13,303.78436
2020-07-14,303.64505
2020-07-15,303.40625
2020-07-16,302.88947
2020-07-17,302.6606
2020-07-18,302.1239
2020-07-19,302.63214
2020-07-20,303.12042
2020-07-21,303.32013
2020-07-22,304.27612
2020-07-23,304.41547
2020-07-24,305.1326
2020-07-25,304.0387
2020-07-26,301.0739
2020-07-27,297.7914
2020-07-28,298.6379
2020-07-29,297.38477
2020-07-30,300.86908
2020-07-31,301.8456
2020-08-01,301.65723
2020-08-02,300.88174
2020-08-03,302.1469
2020-08-04,302.95364
2020-08-05,302.69626
2020-08-06,302.36926
2020-08-07,301.96262
2020-08-08,300.21188
2020-08-09,298.74048
2020-08-10,299.9758
2020-08-11,301.23102
2020-08-12,301.63043
2020-08-13,301.86066
2020-08-14,302.0511
2020-08-15,301.48593
2020-08-16,300.83978
2020-08-17,301.0302
2020-08-18,301.50992
2020-08-19,301.92923
2020-08-20,302.8269
2020-08-21,303.02725
2020-08-22,302.54105
2020-08-23,300.86063
2020-08-24,301.619
2020-08-25,300.68494
2020-08-26,302.47818
2020-08-27,302.21155
2020-08-28,302.8697
2020-08-29,302.82263
2020-08-30,303.38126
2020-08-31,303.98038
2020-09-01,304.48993
2020-09-02,303.54593
2020-09-03,303.00067
2020-09-04,300.9826
2020-09-05,297.8102
2020-09-06,299.06613
2020-09-07,300.86932
2020-09-08,300.81097
2020-09-09,301.3809
2020-09-10,298.7359
2020-09-11,298.72733
2020-09-12,301.5363
2020-09-13,302.37424
2020-09-14,301.45145
2020-09-15,300.99506
2020-09-16,301.38522
2020-09-17,300.6615
2020-09-18,301.0012
2020-09-19,300.79492
2020-09-20,300.65765
2020-09-21,301.0385
2020-09-22,301.5474
2020-09-23,302.1372
2020-09-24,302.37808
2020-09-25,301.47455
2020-09-26,301.70615
2020-09-27,302.39484
2020-09-28,301.49197
2020-09-29,298.51794
2020-09-30,296.73938
2020-10-01,297.36902
2020-10-02,297.8779
2020-10-03,299.5126
2020-10-04,300.03275
2020-10-05,299.248
2020-10-06,299.35022
2020-10-07,300.4973
2020-10-08,301.85202
2020-10-09,302.29257
2020-10-10,302.7033
2020-10-11,301.89862
2020-10-12,301.30423
2020-10-13,300.0325
2020-10-14,301.20947
2020-10-15,301.71902
2020-10-16,298.26797
2020-10-17,298.88766
2020-10-18,300.09314
2020-10-19,300.5138
2020-10-20,300.50586
2020-10-21,301.18527
2020-10-22,301.46524
2020-10-23,301.5177
2020-10-24,301.3605
2020-10-25,301.133
2020-10-26,299.68283
2020-10-27,298.22202
2020-10-28,295.3389
2020-10-29,295.05167
2020-10-30,294.178
2020-10-31,295.146
2020-11-01,296.30167
2020-11-02,295.76633
2020-11-03,294.5941
2020-11-04,295.69077
2020-11-05,296.77747
2020-11-06,296.97855
2020-11-07,296.72116
2020-11-08,298.0666
2020-11-09,298.2477
2020-11-10,299.1646
2020-11-11,299.9236
2020-11-12,299.8951
2020-11-13,299.43936
2020-11-14,299.5011
2020-11-15,299.40295
2020-11-16,296.5689
2020-11-17,297.1076
2020-11-18,295.76553
2020-11-19,296.44357
2020-11-20,297.50043
2020-11-21,295.9494
2020-11-22,297.59335
2020-11-23,296.76877
2020-11-24,296.9784
2020-11-25,297.86606
2020-11-26,299.03174
2020-11-27,298.85394
2020-11-28,298.94485
2020-11-29,295.1349
2020-11-30,290.1706
2020-12-01,290.4904
2020-12-02,294.06354
2020-12-03,290.9701
2020-12-04,287.8567
2020-12-05,289.88806
2020-12-06,288.21695
2020-12-07,290.44736
2020-12-08,291.3934
2020-12-09,292.0409
2020-12-10,293.22644
2020-12-11,295.3872
2020-12-12,296.0745
2020-12-13,298.01562
2020-12-14,291.5388
2020-12-15,292.8132
2020-12-16,292.24664
2020-12-17,290.26703
2020-12-18,293.74994
2020-12-19,296.01947
2020-12-20,294.6369
2020-12-21,294.1599
2020-12-22,295.80255
2020-12-23,297.0272
2020-12-24,290.03152
2020-12-25,288.23102
2020-12-26,289.37537
2020-12-27,292.57965
2020-12-28,293.76453
2020-12-29,293.75525
2020-12-30,294.99847
2020-12-31,293.87463
2021-01-01,290.2922
2021-01-02,288.37164
2021-01-03,291.45645
2021-01-04,294.28262
2021-01-05,293.90512
2021-01-06,296.4221
2021-01-07,292.32288
2021-01-08,291.59573
2021-01-09,290.63046
2021-01-10,292.2724
2021-01-11,284.04208
2021-01-12,284.93768
2021-01-13,288.8478
2021-01-14,291.58435
2021-01-15,291.12662
2021-01-16,289.30487
2021-01-17,292.6378
2021-01-18,294.35867
2021-01-19,295.59262
2021-01-20,293.6813
2021-01-21,295.69073
2021-01-22,295.99854
2021-01-23,296.93326
2021-01-24,296.36536
2021-01-25,299.32016
2021-01-26,297.74652
2021-01-27,294.66098
2021-01-28,292.94867
2021-01-29,294.3312
2021-01-30,296.65845
2021-01-31,297.12546
2021-02-01,293.18408
2021-02-02,291.84927
2021-02-03,293.08185
2021-02-04,295.41965
2021-02-05,296.63235
2021-02-06,297.71637
2021-02-07,295.6146
2021-02-08,296.41
2021-02-09,297.80182
2021-02-10,298.31793
2021-02-11,296.8139
2021-02-12,287.99582
2021-02-13,287.5559
2021-02-14,288.30157
2021-02-15,281.99118
2021-02-16,285.43222
2021-02-17,290.19748
2021-02-18,286.7132
2021-02-19,284.22403
2021-02-20,287.34665
2021-02-21,291.99252
2021-02-22,294.7768
2021-02-23,295.91983
2021-02-24,296.7537
2021-02-25,298.0858
2021-02-26,298.9495
2021-02-27,299.34616
2021-02-28,300.14023
2021-03-01,298.38678
2021-03-02,291.1808
2021-03-03,294.20386
2021-03-04,296.05276
2021-03-05,297.83197
2021-03-06,295.5312
2021-03-07,293.91776
2021-03-08,293.96548
2021-03-09,296.37094
2021-03-10,297.4045
2021-03-11,298.23837
2021-03-12,299.1817
2021-03-13,298.72122
2021-03-14,300.7698
2021-03-15,300.46857
2021-03-16,301.71042
2021-03-17,301.71902
2021-03-18,297.44724
2021-03-19,295.60422
2021-03-20,294.7258
2021-03-21,295.4509
2021-03-22,298.07526
2021-03-23,301.1382
2021-03-24,302.63882
2021-03-25,300.51715
2021-03-26,299.2407
2021-03-27,300.2835
2021-03-28,297.33597
