Fecha,Temperature
2022-01-01,299.8379
2022-01-02,292.81503
2022-01-03,287.66034
2022-01-04,289.81967
2022-01-05,292.70642
2022-01-06,295.2901
2022-01-07,294.5645
2022-01-08,297.38022
2022-01-09,297.8444
2022-01-10,291.36783
2022-01-11,290.65198
2022-01-12,292.83148
2022-01-13,293.40714
2022-01-14,293.86267
2022-01-15,292.3794
2022-01-16,288.34378
2022-01-17,289.6964
2022-01-18,292.92587
2022-01-19,294.5201
2022-01-20,290.6056
2022-01-21,283.57315
2022-01-22,285.87433
2022-01-23,288.50842
2022-01-24,292.7469
2022-01-25,293.85733
2022-01-26,292.48468
2022-01-27,292.6063
2022-01-28,289.28708
2022-01-29,287.70346
2022-01-30,291.32547
2022-01-31,294.12103
2022-02-01,294.87833
2022-02-02,297.27945
2022-02-03,292.11426
2022-02-04,283.93152
2022-02-05,284.7081
2022-02-06,287.97787
2022-02-07,288.12936
2022-02-08,287.53455
2022-02-09,289.52197
2022-02-10,291.63043
2022-02-11,293.04413
2022-02-12,294.57748
2022-02-13,288.68488
2022-02-14,287.88828
2022-02-15,291.43967
2022-02-16,294.67877
2022-02-17,298.7448
2022-02-18,294.2153
2022-02-19,291.097
2022-02-20,295.3048
2022-02-21,296.75742
2022-02-22,298.32156
2022-02-23,298.95685
2022-02-24,296.7573
2022-02-25,293.7197
2022-02-26,293.2557
2022-02-27,291.22714
2022-02-28,291.39877
2022-03-01,292.10526
2022-03-02,294.73846
2022-03-03,296.4035
2022-03-04,296.69623
2022-03-05,298.0672
2022-03-06,299.16718
2022-03-07,297.512
2022-03-08,295.64542
2022-03-09,294.5044
2022-03-10,297.36966
2022-03-11,298.96405
2022-03-12,289.2573
2022-03-13,290.2151
2022-03-14,295.7341
2022-03-15,297.79175
2022-03-16,296.96448
2022-03-17,301.07086
2022-03-18,299.63724
2022-03-19,296.8928
2022-03-20,296.91217
2022-03-21,299.8077
2022-03-22,300.18027
2022-03-23,294.61053
2022-03-24,294.87155
2022-03-25,297.1824
2022-03-26,296.99997
2022-03-27,296.13232
2022-03-28,297.25107
2022-03-29,299.57196
2022-03-30,302.27536
2022-03-31,300.6495
2022-04-01,300.03412
2022-04-02,300.9112
2022-04-03,301.1122
2022-04-04,301.79797
2022-04-05,304.27942
2022-04-06,305.94446
2022-04-07,299.56604
2022-04-08,296.95184
2022-04-09,297.3349
2022-04-10,300.0484
2022-04-11,304.06354
2022-04-12,303.73932
2022-04-13,305.43466
2022-04-14,304.02124
2022-04-15,303.69702
2022-04-16,303.29355
2022-04-17,303.7261
2022-04-18,302.8575
2022-04-19,300.9794
2022-04-20,302.09955
2022-04-21,300.46362
2022-04-22,300.22067
2022-04-23,301.16876
2022-04-24,301.89447
2022-04-25,301.6409
2022-04-26,297.12973
2022-04-27,299.0364
2022-04-28,300.14502
2022-04-29,301.49634
2022-04-30,302.51508
2022-05-01,301.80795
2022-05-02,302.31113
2022-05-03,302.83453
2022-05-04,303.03592
2022-05-05,303.46902
2022-05-06,303.8814
2022-05-07,304.49652
2022-05-08,304.8181
2022-05-09,304.98978
2022-05-10,304.1005
2022-05-11,302.98926
2022-05-12,303.09985
2022-05-13,303.25998
2022-05-14,302.59268
2022-05-15,302.96564
2022-05-16,303.1863
2022-05-17,303.37762
2022-05-18,302.36728
2022-05-19,303.66855
2022-05-20,305.5642
2022-05-21,304.87766
2022-05-22,303.9783
2022-05-23,302.26254
2022-05-24,302.49277
2022-05-25,303.9353
2022-05-26,304.25687
2022-05-27,304.62982
2022-05-28,304.306
2022-05-29,304.00195
2022-05-30,304.45563
2022-05-31,303.21268
2022-06-01,302.92975
2022-06-02,302.82846
2022-06-03,303.01926
2022-06-04,303.6738
2022-06-05,304.53055
2022-06-06,304.61087
2022-06-07,304.53934
2022-06-08,304.7292
2022-06-09,302.22638
2022-06-10,303.92062
2022-06-11,304.42422
2022-06-12,303.68723
2022-06-13,301.3857
2022-06-14,300.30515
2022-06-15,300.33447
2022-06-16,300.29373
2022-06-17,302.23016
2022-06-18,300.18088
2022-06-19,301.7238
2022-06-20,301.71277
2022-06-21,299.58276
2022-06-22,298.29028
2022-06-23,300.92386
2022-06-24,301.7201
2022-06-25,301.92096
2022-06-26,302.4649
2022-06-27,302.07138
2022-06-28,302.8267
2022-06-29,302.02866
2022-06-30,303.1184
2022-07-01,302.96613
2022-07-02,302.37943
2022-07-03,302.59134
2022-07-04,302.64084
2022-07-05,302.6706
2022-07-06,302.77057
2022-07-07,302.95166
2022-07-08,303.45618
2022-07-09,303.96933
2022-07-10,304.82703
2022-07-11,304.4935
2022-07-12,304.07886
2022-07-13,302.3529
2022-07-14,301.00027
2022-07-15,301.1819
2022-07-16,301.90692
2022-07-17,302.42102
2022-07-18,303.21817
2022-07-19,304.32755
2022-07-20,304.33713
2022-07-21,304.19534
2022-07-22,302.79224
2022-07-23,301.95422
2022-07-24,302.3679
2022-07-25,302.06467
2022-07-26,302.70993
2022-07-27,301.4683
2022-07-28,301.17606
2022-07-29,301.28653
2022-07-30,301.46762
2022-07-31,301.91055
2022-08-01,301.35596
2022-08-02,301.8902
2022-08-03,303.1308
2022-08-04,303.07065
2022-08-05,302.7977
2022-08-06,302.20276
2022-08-07,302.52457
2022-08-08,302.61578
2022-08-09,302.68588
2022-08-10,303.57425
2022-08-11,303.97678
2022-08-12,304.14874
2022-08-13,301.83844
2022-08-14,301.67593
2022-08-15,301.30298
2022-08-16,301.1616
2022-08-17,302.3618
2022-08-18,302.85663
2022-08-19,302.65466
2022-08-20,302.78625
2022-08-21,303.03836
2022-08-22,303.86618
2022-08-23,303.5624
2022-08-24,304.3095
2022-08-25,304.44055
2022-08-26,302.85675
2022-08-27,303.3712
2022-08-28,304.37003
2022-08-29,303.05865
2022-08-30,303.59424
2022-08-31,303.06995
2022-09-01,301.67734
2022-09-02,301.62677
2022-09-03,299.87143
2022-09-04,300.02267
2022-09-05,299.518
2022-09-06,299.7514
2022-09-07,300.29614
2022-09-08,301.67838
2022-09-09,302.5163
2022-09-10,302.1538
2022-09-11,301.85098
2022-09-12,301.9422
