Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,grndvi_mean,grndvi_min,grndvi_max,dia,ndvi_mean_pred_1,ndvi_mean_pred_2,ndvi_mean_pred_3,ndvi_mean_pred_4,ndvi_mean_pred_5,ndvi_mean_pred_6,ndmi_mean_pred_1,ndmi_mean_pred_2,ndmi_mean_pred_3,ndmi_mean_pred_4,ndmi_mean_pred_5,ndmi_mean_pred_6,msi_mean_pred_1,msi_mean_pred_2,msi_mean_pred_3,msi_mean_pred_4,msi_mean_pred_5,msi_mean_pred_6
115,2022-05-16,6,0.2281097325346059,0.0986842105263157,0.3720565149136577,-0.0544059952738707,-0.245566899516389,0.1288343558282208,1.124917046518448,0.7717391304347826,1.650997150997151,0.2496571586564587,0.1415929203539823,0.384006334125099,1.0199324222782742,-147.6923076923077,31.96808510638298,-0.2496571586564587,-0.384006334125099,-0.1415929203539823,0.3222116587187407,0.195054945054945,0.5985282093213409,0.0871689813686495,0.055992141453831,0.1533402561439944,3604.4226980923377,1828.6202860858257,9010.73567839196,1,0.36464936306606105,0.1324679855268328,0.0769129430617545,0.14334634080938036,0.1561080373595264,0.013511857106843368,-0.12331570315326748,-0.3133181762879137,-0.31164892102675645,-0.22565924705048587,-0.20612361126768178,-0.021278124176492604,1.337758778895502,1.6996218275208717,1.7528534310572248,1.627982342319455,1.5444870196236988,0.13782244250765482
116,2022-05-21,6,0.2025648570727883,0.1851851851851851,0.2298387096774193,-0.2065155390053643,-0.241251056635672,-0.1326694506906521,1.521611712847857,1.305925925925926,1.6359180035650625,0.2955501714698945,0.2698961937716263,0.3255690841715193,0.5654643281959228,0.467529296875,0.7111733582321818,-0.2955501714698945,-0.3255690841715193,-0.2698961937716263,0.2363807477111551,0.20671834625323,0.3752436647173489,0.0632195925121806,0.0502564102564102,0.105297580117724,5258.366530848447,4880.796931407942,5872.822831727206,6,0.37024377046927576,0.16297193582685632,0.11839472145148357,0.16424729152774767,0.1716407223930277,0.07212340536769815,-0.11689757388783804,-0.2865156613098632,-0.2851762554472901,-0.22582587132751117,-0.21450841601753806,-0.10396963359528619,1.3246976889212394,1.6477383167821316,1.6904512101062212,1.6042647344512937,1.55589351322873,0.6818636688931219
117,2022-05-26,6,0.1824777595788564,0.1442786069651741,0.2577552171460801,-0.2033042305299652,-0.2583792957148918,-0.0738971621241921,1.5140071389655332,1.1595873786407769,1.696796338672769,0.266644247367784,0.2390468870099923,0.3150537634408602,0.6187338265361072,0.3542757417102966,1.9496587030716723,-0.266644247367784,-0.3150537634408602,-0.2390468870099923,0.2365184539065743,0.1793142214727374,0.4239917269906927,0.0545729230700118,0.0326917201344332,0.1325409284592958,4419.819834947755,3311.7614864864863,5368.739898989899,11,0.37583817787249046,0.19272845151502122,0.1583175442444607,0.18637140952888087,0.18950385446248036,0.12481114350631188,-0.1104794446224086,-0.2603247992829008,-0.25929085915155436,-0.22297865719232982,-0.21818429175381848,-0.16334205887706893,1.3116365989469767,1.5970197098361154,1.629991474269294,1.5772602133295477,1.5567683363853186,1.0878118530798508
118,2022-06-05,6,0.2159614888630798,0.1615839781520255,0.3253012048192771,-0.2222103995582791,-0.2651039947177286,-0.1602662570404505,1.5729880864718515,1.3817073170731706,1.7214734950584007,0.3188729237756892,0.2810707456978967,0.3902053712480253,0.5171691133218137,0.3697916666666667,0.8582326764144945,-0.3188729237756892,-0.3902053712480253,-0.2810707456978967,0.2623798953618338,0.1701841041760214,0.5027995520716686,0.0664206751887588,0.0340490132292344,0.1581428234739571,5189.651187103219,3835.984768907563,6240.754676258993,21,0.3870269926789199,0.24999917905577526,0.23358158173742927,0.23362459898421165,0.2310414242537878,0.21542634208710687,-0.09764318609154972,-0.20977803408224038,-0.20928473663718056,-0.20922905050267365,-0.21318472955612677,-0.2257841180744884,1.2855144189984515,1.499077207322255,1.51480818317698,1.514727322803222,1.5316326065444137,1.5690899095331334
119,2022-06-10,6,0.2247872615466152,0.1678097850937357,0.3152,-0.2212454859418301,-0.2634671890303623,-0.1585386576040781,1.5694932637028007,1.3768174474959611,1.7154255319148937,0.3255609544003989,0.282,0.3830392714854866,0.5016251657404224,0.3594515181194907,0.7633686385946783,-0.3255609544003989,-0.3830392714854866,-0.282,0.2631968804394016,0.169522091974752,0.4878706199460916,0.0747262124285539,0.041553748870822,0.1423948220064725,5179.660856325694,4642.957783641161,6108.761904761905,26,0.39262140008213453,0.27751339090836435,0.2689704257860556,0.2584355098324071,0.25416165930845436,0.2546664087895575,-0.09122505682612028,-0.1854221309085424,-0.1851654415314952,-0.19880155809008196,-0.20534553825417615,-0.2348354207085129,1.2724533290241888,1.4518533117544103,1.4600389905412487,1.4798408706213728,1.5078083537689715,1.680921720199257
120,2022-06-25,6,0.3474678531577849,0.2085790884718498,0.5645079041305456,-0.1803460378971812,-0.2685031530036508,-0.0324559987082189,1.4465152232341418,1.067089452603471,1.734119782214156,0.3753683660530867,0.2851445663010967,0.5120749137506161,1.0965033889002769,0.571890620405763,1.9884457696608275,-0.3753683660530867,-0.5120749137506161,-0.2851445663010967,0.5873620781606037,0.3186383928571428,1.0985010706638114,0.1681536512392133,0.089430894308943,0.3028116446877332,4937.389187388089,4499.207171314742,5692.901989683125,41,0.40940462229177865,0.35557141879498017,0.36645003523231284,0.3358150973926628,0.32989491563038054,0.3545284334430558,-0.07197066902983196,-0.11602433909397708,-0.11635120749816172,-0.1560042719915978,-0.1650688808437119,-0.20279955449639117,1.2332700591014008,1.3171710478072203,1.3067473999936912,1.3643301502011038,1.4030703996144918,1.6798976067003204
122,2022-07-05,6,0.3735691675903005,0.2459189046866772,0.5250255362614913,-0.1320191726006827,-0.2256985109586749,-0.0216797815962742,1.3092576632034938,1.0443204202232437,1.582973206568712,0.3844997484395583,0.3067331670822942,0.465161923454367,1.338088062413412,0.8136439267886855,2.3210657033190336,-0.3844997484395583,-0.465161923454367,-0.3067331670822942,0.6615524798745105,0.4130548302872063,1.0181208053691275,0.1865320533695893,0.1165949739642291,0.2756441419543023,5113.779665656855,4737.100240577385,5744.8875,51,0.42059343709820807,0.4038729309934311,0.4244354860233077,0.3884781024567649,0.3834350536672665,0.41033135114138675,-0.05913441049897308,-0.07281740930637419,-0.07343524977713861,-0.1199775505830649,-0.12769959523816515,-0.15130994360297922,1.2071478791528756,1.233207390806046,1.2135048088599611,1.2810918583954933,1.3140938413923624,1.5138603094115914
123,2022-07-10,6,0.3840962680322302,0.2333864965443912,0.5461215932914046,-0.1192453445301693,-0.2282758620689655,-0.0078346391065177,1.2764096402243754,1.0157930107526882,1.5915996425379804,0.3965510185404103,0.2992992992992993,0.4989837398373983,1.0890438859317135,0.5734987105489378,1.633479581505231,-0.3965510185404103,-0.4989837398373983,-0.2992992992992993,0.6599585992503142,0.3700000000000001,1.077459874389393,0.1958211724385975,0.113660062565172,0.2949569495694957,5030.402795860256,4651.087171052632,5702.892091648189,56,0.4261878445014228,0.4269025351748686,0.4513993687898046,0.414748497791648,0.4105107618301155,0.4359507218748931,-0.052716281233543646,-0.05213142383920488,-0.052867477076415925,-0.10030741032801141,-0.10679673089533606,-0.1210480146764423,1.1940867891786129,1.192972917994545,1.1695005979919717,1.238391156662022,1.2661244278928263,1.4080027279328393
125,2022-07-20,6,0.4397828857612512,0.2808988764044944,0.6070774862721171,-0.0644085153428573,-0.1708930540242557,0.0524279357709421,1.1433507242500305,0.9003676470588236,1.4122340425531914,0.4276125955368849,0.334867663981588,0.5340710541642399,1.3858672685538471,0.7625438462711607,2.1639843410178337,-0.4276125955368849,-0.5340710541642399,-0.334867663981588,0.8269034877097238,0.4768125408229915,1.2997323818019626,0.2338512443307994,0.1417789757412399,0.3228631833282996,4712.460810704628,3879.351741716228,5322.975665399239,66,0.43737665930785213,0.47071943970216795,0.5013885224363847,0.4665833764262906,0.46438196505067075,0.48373976644623473,-0.03988002270268476,-0.012594411758130747,-0.013515921776930173,-0.05856679706933667,-0.06193897410483589,-0.05699239723059757,1.1679646092300877,1.1159986837497138,1.0866122522028845,1.1520335068470917,1.1664440417794566,1.1824671749239424
127,2022-07-30,6,0.5250026902984627,0.3378378378378378,0.6872475476053087,-0.0033427599973657,-0.1345838645055545,0.1290322580645161,1.014083327955248,0.7714285714285715,1.311026936026936,0.4846254065307674,0.365330321852061,0.6039495337356007,1.5413366745211767,0.9351620947630924,2.234346318580461,-0.4846254065307674,-0.6039495337356007,-0.365330321852061,1.1167355570191122,0.6349302607640994,1.825825825825826,0.294750932644065,0.192062714355708,0.4095744680851064,4447.199155737445,3754.450907590759,5191.099560761348,76,0.44856547411428155,0.5115466057820328,0.5462849580631964,0.5167646389205861,0.5168302826064679,0.5279573542867725,-0.027043764171825885,0.024495988518590944,0.023452209676766977,-0.014758123371606223,-0.014659927359976593,0.00642525395786675,1.1418424292815623,1.0436840646757781,1.0103985497418366,1.0658862159102223,1.0654643384377707,0.968547285516979
