Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,dia,ndvi_mean_pred,ndmi_mean_pred,msi_mean_pred
125,2022-08-04,16,0.5267125003110958,0.4028892455858748,0.6477557530189109,-0.0084889230418009,-0.1009771986970684,0.1160493827160493,1.019434290347281,0.7920353982300885,1.2246376811594204,0.4684678149903458,0.4239677744209466,0.5453759723422644,1.948620984723088,1.1192033293697978,2.6616081986598346,-0.4684678149903458,-0.5453759723422644,-0.4239677744209466,0.9871869832091416,0.6999364272091544,1.4623044096728308,0.2707786720887927,0.2051541182415361,0.3553415864282439,86,0.4962562414006768,-0.02736647487234012,0.9974665455860183
128,2022-08-19,16,0.495133681415175,0.3746130030959752,0.6010928961748634,-0.0558854235503834,-0.1428571428571428,0.0866057019903173,1.1216136466988085,0.8405940594059406,1.3333333333333333,0.4506619769419344,0.3793103448275862,0.5204981837052413,1.5733444760679665,1.0630571145592604,2.072734124740908,-0.4506619769419344,-0.5204981837052413,-0.3793103448275862,0.8902890540110425,0.6661931818181819,1.3956889915319477,0.2600696460574052,0.1957494407158836,0.3483822422874341,101,0.5091829080257999,-0.0011238497922927415,0.91491692836094
129,2022-08-19,16,0.49382110849798,0.3688778673279603,0.600844772967265,-0.0553692090218287,-0.1438542070569988,0.0882986360373295,1.1204419483293953,0.837730870712401,1.3360507246376812,0.4487034999877012,0.3748443337484433,0.5178973717146433,1.5997077299962952,1.0708263069139965,2.0746728252501927,-0.4487034999877012,-0.5178973717146433,-0.3748443337484433,0.8901842840885572,0.6624113475177305,1.3380398671096343,0.2600798939672489,0.1947397873531057,0.3495407887628309,101,0.5091829080257999,-0.0011238497922927415,0.91491692836094
130,2022-08-24,16,0.4958567616651306,0.3910112359550561,0.6196560196560197,-0.0410820536566851,-0.1208947274986685,0.0856389986824769,1.0886613585289735,0.8422330097087378,1.2750403877221326,0.4587998829775006,0.4004524886877828,0.5330232558139535,1.6669968843794836,1.119364754098361,2.287588097102584,-0.4587998829775006,-0.5330232558139535,-0.4004524886877828,0.9423821015543526,0.6799217731421121,1.4100609756097562,0.2581658638298612,0.194816414686825,0.3474260134294951,106,0.5139002186132928,0.004517598248024335,0.9086146883727686
133,2022-09-23,16,0.5561878266624687,0.4705474705474705,0.6642817831590534,0.0104233456539035,-0.075968992248062,0.1357746478873239,0.9817530700599316,0.7609126984126984,1.1644295302013423,0.4969915460084508,0.43515651874785,0.5671806167400881,1.8489071417742224,1.4739583333333337,2.397078353253652,-0.4969915460084508,-0.5671806167400881,-0.43515651874785,1.0496367272124214,0.8092705167173253,1.6971894832275614,0.2818694505041616,0.2256376716808371,0.3990738218469082,136,0.549581436807348,0.018017378781859605,1.0072402282066477
135,2022-10-13,16,0.57447118326607,0.4698719950046831,0.7090319091400757,0.0079789661648849,-0.0679137860919072,0.1434774742174778,0.9866513632810142,0.7490506329113924,1.1457242582897034,0.5256093309437784,0.4504532666458268,0.6118337158888039,1.804139226628857,1.424726014228033,2.3279816513761467,-0.5256093309437784,-0.6118337158888039,-0.4504532666458268,1.2012294054528316,0.8895207148659627,1.7625231910946195,0.3077854065078109,0.2443216697360343,0.4044974261717691,156,0.5772233445751591,0.0225627219494271,1.0910255497090304
136,2022-10-23,16,0.5763070829499374,0.4109452736318408,0.6676986584107327,0.1097086655584411,0.022262443438914,0.211031175059952,0.8037621578131106,0.6514851485148515,0.9564447592067988,0.5030811729405598,0.4513817809621289,0.5580408792903973,2.224679191800008,0.975552143616393,3.925192193968066,-0.5030811729405598,-0.5580408792903973,-0.4513817809621289,1.256565735691724,0.9623376623376624,1.8358208955223885,0.3155588487545343,0.258902791145332,0.399910434393193,166,0.5899941819625534,0.027286370712245045,1.107554817600601
137,2022-10-28,16,0.612775563435663,0.5355737208598244,0.6985879332477535,0.0827840484146088,0.0123022847100175,0.2026936026936027,0.8485758685351665,0.6629339305711086,0.9756944444444444,0.5439477483816691,0.4880142053862089,0.6155585707824514,1.9066129824369948,1.5561569688768606,2.254004576659039,-0.5439477483816691,-0.6155585707824514,-0.4880142053862089,1.2562008793264634,1.0498830865159785,1.7634315424610052,0.3302578922850914,0.2914221849678681,0.4034588959962094,171,0.5957145881340509,0.03050567346077493,1.1069433491993834
138,2022-11-27,16,0.6534711412510136,0.5984800506649778,0.7560127499275572,0.0915447615344737,0.0110076206604572,0.2198581560283688,0.8333957544153989,0.6395348837209303,0.9782244556113904,0.5961584657829866,0.5516778523489932,0.6498774843452219,1.60439496133754,1.3880728554641597,2.02069385270846,-0.5961584657829866,-0.6498774843452219,-0.5516778523489932,1.389589943581682,1.1342632955536185,1.9313824419778003,0.3520369260889792,0.3046377690209154,0.4241719930273097,201,0.6139419511289947,0.05918787142858761,0.9815774264786796
139,2022-12-07,16,0.6084769197786452,0.5368926214757048,0.699617695248498,0.0890405862908849,0.0035391270153362,0.1930971843778383,0.837869502650941,0.6763093788063338,0.9929467084639498,0.5279664639760387,0.4836829836829837,0.5899749373433584,2.3656530160195723,1.8107588856868395,2.9957904583723103,-0.5279664639760387,-0.5899749373433584,-0.4836829836829837,1.2818218841584206,0.9780392156862744,1.7411660777385158,0.3346851916989511,0.2770059540686135,0.398527865404837,211,0.6118620973600546,0.06921821276661788,0.9095788806843075
140,2022-12-22,16,0.5962857305080339,0.4838308457711442,0.694363742010459,0.0636683675351864,-0.0567761583641505,0.177071063996859,0.8830718991622096,0.6991327551701134,1.1203874538745386,0.5492660046250699,0.4869039623908663,0.5997865528281751,1.787007268443624,1.2341370558375635,2.178271965001823,-0.5492660046250699,-0.5997865528281751,-0.4869039623908663,1.1549953209249717,0.8817292006525286,1.5469924812030076,0.3039278715536844,0.242274412855377,0.3700414446417999,226,0.5998843473705868,0.0793037026694492,0.8066168196717172
141,2022-12-27,16,0.5826016384706986,0.4640605296343001,0.6867612293144209,0.0431814862356784,-0.0602302922940655,0.1519490851233094,0.919736899150851,0.7361878453038674,1.1281809613572102,0.56118969049921,0.5138841275282825,0.6095868811100599,1.2692172939141098,0.984766050054407,1.6779783393501804,-0.56118969049921,-0.6095868811100599,-0.5138841275282825,1.0097045409474443,0.7255351681957187,1.385022026431718,0.2802873246835711,0.2082324455205811,0.3307783018867924,231,0.593560955628508,0.08045496575303446,0.7796804024248445
143,2023-01-16,16,0.5592020846878488,0.5056478405315614,0.6521477921297687,0.0212107140623826,-0.0496040016673614,0.1154156577885391,0.960502763029014,0.7930535455861071,1.1043859649122807,0.5462633115915464,0.5176933158584535,0.5975794251134644,1.176267132120264,0.969362129583124,1.4897260273972603,-0.5462633115915464,-0.5975794251134644,-0.5176933158584535,0.9135919934481534,0.7882352941176471,1.2455968688845402,0.2603974908566911,0.2278045423262216,0.3176470588235294,251,0.5582289517183305,0.0691475135745847,0.7458852259452442
144,2023-02-05,16,0.5262362411502949,0.4673629242819843,0.6135802469135803,0.0193947712029191,-0.0729144778314772,0.1037547211730726,0.9648865186920216,0.8119967793880838,1.157298277425204,0.5100778976618999,0.4796511627906977,0.5564853556485355,1.270954372936947,0.9533954727030626,1.6257299896942632,-0.5100778976618999,-0.5564853556485355,-0.4796511627906977,0.8789775688894507,0.701639344262295,1.23155929038282,0.2528409150200601,0.2072774528914879,0.3145747707872273,271,0.5131169398840996,0.03008631689672825,0.8642724346590285
145,2023-02-15,16,0.4784383935277533,0.4062602965403624,0.5345540460720615,-0.004452346746203,-0.0917754298736275,0.0781010719754977,1.0115915989187043,0.8551136363636364,1.2020985401459854,0.4664241590921033,0.4381872709096968,0.5,1.2821739935519167,0.9303003791192768,1.592188599577762,-0.4664241590921033,-0.5,-0.4381872709096968,0.751205254724231,0.6103585657370518,1.0725524475524475,0.2213531616950931,0.1811868686868686,0.2793700787401574,281,0.49088290510320576,0.0035801732965694555,0.9700880577345288
146,2023-02-25,16,0.4568830528341366,0.3687901811805961,0.5300606729178158,-0.0162336819663959,-0.1066887783305693,0.0621596244131455,1.0365798522745038,0.882956152758133,1.238861386138614,0.4371947926614603,0.4007177033492823,0.4797927461139896,1.473152773438515,0.9979484173505276,1.998288403936671,-0.4371947926614603,-0.4797927461139896,-0.4007177033492823,0.7174629085966071,0.5536912751677852,0.90521675238795,0.2119741340571756,0.1536523929471032,0.2552210469216165,291,0.47181102028653754,-0.02197465419432376,1.0794462337217965
147,2023-03-02,16,0.4772049052000047,0.3850449891405523,0.5456674473067916,-0.0006673296330991,-0.0973119399874973,0.0770795200325401,1.0051763922821453,0.8568731117824774,1.2156048014773777,0.4662308814580622,0.4341366787718719,0.510099573257468,1.487980747431863,1.037190082644628,1.968895471857808,-0.4662308814580622,-0.510099573257468,-0.4341366787718719,0.7942433010114818,0.578512396694215,1.0679117147707982,0.2257149557950261,0.1639810426540284,0.2875894988066825,296,0.4642959093736607,-0.0321777667807055,1.1236062037281727
149,2023-03-12,16,0.4340959532217296,0.3417243549402139,0.5160550458715596,-0.0231927863320039,-0.1238956235874255,0.0505131817267055,1.052111654092679,0.9038314176245212,1.2828330206378986,0.4311095391134429,0.3923590054578532,0.4766824909243228,1.4521687324251074,0.9675324675324676,1.968421052631579,-0.4311095391134429,-0.4766824909243228,-0.3923590054578532,0.7023703611035276,0.5032258064516129,0.946768060836502,0.199276664112809,0.1420065495683239,0.2575342465753424,306,0.45519668668629976,-0.041235890936590636,1.1565311680350305
150,2023-03-17,16,0.5000001317364409,0.3846153846153846,0.5828571428571429,-0.0039741970294381,-0.118439573697969,0.10479099064707,1.0153617669231554,0.8102971665514859,1.2687043795620438,0.4820148453284491,0.4361179361179361,0.547486033519553,1.201496467956062,0.7876536885245902,1.56047246714357,-0.4820148453284491,-0.547486033519553,-0.4361179361179361,0.7891491392766529,0.5098324836125274,1.0618388934092755,0.2334736741969048,0.1548699334543254,0.2881081081081081,311,0.4544412076377853,-0.03690935709097687,1.1272803981247534
151,2023-03-22,16,0.4555263587987406,0.3621375781694144,0.5410677618069816,-0.0244997016513342,-0.1336536750311443,0.0565502570466229,1.0560777876098222,0.8929530201342282,1.308545603944125,0.4321646273233953,0.3918322295805739,0.480276134122288,1.5523583195052142,1.047869715413719,2.1189550949913643,-0.4321646273233953,-0.480276134122288,-0.3918322295805739,0.7287350657083829,0.5333333333333334,0.9985795454545454,0.210050957778337,0.1538037486218302,0.2664756446991404,316,0.45680658429338195,-0.02411831019406918,1.0528508099508826
152,2023-03-27,16,0.4394493432115786,0.3546734955185659,0.5087912087912088,-0.0411303548264439,-0.1444577831132453,0.0360983102918586,1.091382963899033,0.9303187546330616,1.3376987839101964,0.4271610408871985,0.3832599118942731,0.473175965665236,1.3732884079153465,0.9983050847457626,1.951272100043122,-0.4271610408871985,-0.473175965665236,-0.3832599118942731,0.6878023997368822,0.4955570745044428,0.9008683068017368,0.2053328092474898,0.1484284051222351,0.2634903922084759,321,0.4627644811231022,-0.0005786574778596787,0.9199796721496796
